The amount of steps is wrong: 12001 is not 0
  In (0,29), the ground is expected to be white, but it is black.
  In (54,14), the ground is expected to be green, but it is dark grey.
  In (54,16), the ground is expected to be dark grey, but it is pink.
  In (54,17), the ground is expected to be light grey, but it is green.
  In (54,18), the ground is expected to be blue, but it is magenta.
  In (54,19), the ground is expected to be grey, but it is white.
  In (54,20), the ground is expected to be dark grey, but it is green.
  In (54,21), the ground is expected to be blue, but it is pink.
  In (54,22), the ground is expected to be green, but it is red.
  In (54,23), the ground is expected to be grey, but it is light grey.
  In (54,24), the ground is expected to be green, but it is light grey.
  In (54,25), the ground is expected to be black, but it is red.
  In (54,26), the ground is expected to be blue, but it is red.
  In (54,27), the ground is expected to be light grey, but it is cyan.
  In (54,28), the ground is expected to be blue, but it is cyan.
  In (54,29), the ground is expected to be light grey, but it is magenta.
  In (54,30), the ground is expected to be dark grey, but it is black.
  In (54,31), the ground is expected to be grey, but it is light grey.
  In (54,32), the ground is expected to be green, but it is red.
  In (54,33), the ground is expected to be green, but it is dark grey.
  In (54,34), the ground is expected to be green, but it is pink.
  In (54,35), the ground is expected to be orange, but it is light grey.
  In (54,36), the ground is expected to be magenta, but it is cyan.
  In (54,37), the ground is expected to be pink, but it is red.
  In (54,38), the ground is expected to be red, but it is orange.
  In (54,39), the ground is expected to be green, but it is black.
  In (54,40), the ground is expected to be blue, but it is green.
  In (54,41), the ground is expected to be white, but it is blue.
  In (54,42), the ground is expected to be white, but it is light grey.
  In (54,43), the ground is expected to be light grey, but it is grey.
  In (54,44), the ground is expected to be dark grey, but it is grey.
  In (54,45), the ground is expected to be light grey, but it is grey.
  In (54,46), the ground is expected to be light grey, but it is green.
  In (54,79), the ground is expected to be pink, but it is white.
  In (54,80), the ground is expected to be dark grey, but it is white.
  In (54,81), the ground is expected to be grey, but it is white.
  In (54,82), the ground is expected to be grey, but it is white.
  In (54,83), the ground is expected to be red, but it is white.
  In (54,84), the ground is expected to be red, but it is white.
  In (54,85), the ground is expected to be red, but it is white.
  In (54,86), the ground is expected to be red, but it is white.
  In (54,87), the ground is expected to be orange, but it is white.
  In (54,88), the ground is expected to be blue, but it is white.
  In (55,5), the ground is expected to be black, but it is white.
  In (55,6), the ground is expected to be blue, but it is white.
  In (55,7), the ground is expected to be red, but it is white.
  In (55,8), the ground is expected to be grey, but it is white.
  In (55,9), the ground is expected to be red, but it is white.
  In (55,10), the ground is expected to be red, but it is white.
  In (55,11), the ground is expected to be red, but it is black.
  In (55,12), the ground is expected to be red, but it is black.
  In (55,13), the ground is expected to be red, but it is orange.
  In (55,14), the ground is expected to be magenta, but it is pink.
  In (55,15), the ground is expected to be grey, but it is dark grey.
  In (55,16), the ground is expected to be dark grey, but it is blue.
  In (55,17), the ground is expected to be light grey, but it is magenta.
  In (55,18), the ground is expected to be white, but it is green.
  In (55,19), the ground is expected to be pink, but it is orange.
  In (55,21), the ground is expected to be green, but it is red.
  In (55,22), the ground is expected to be white, but it is magenta.
  In (55,23), the ground is expected to be pink, but it is red.
  In (55,24), the ground is expected to be magenta, but it is white.
  In (55,25), the ground is expected to be cyan, but it is pink.
  In (55,26), the ground is expected to be grey, but it is white.
  In (55,27), the ground is expected to be white, but it is light grey.
  In (55,28), the ground is expected to be dark grey, but it is light grey.
  In (55,29), the ground is expected to be green, but it is black.
  In (55,30), the ground is expected to be green, but it is red.
  In (55,31), the ground is expected to be white, but it is red.
  In (55,32), the ground is expected to be black, but it is cyan.
  In (55,33), the ground is expected to be grey, but it is light grey.
  In (55,34), the ground is expected to be red, but it is magenta.
  In (55,35), the ground is expected to be light grey, but it is magenta.
  In (55,36), the ground is expected to be orange, but it is pink.
  In (55,37), the ground is expected to be pink, but it is cyan.
  In (55,38), the ground is expected to be grey, but it is dark grey.
  In (55,39), the ground is expected to be red, but it is orange.
  In (55,40), the ground is expected to be black, but it is white.
  In (55,41), the ground is expected to be white, but it is black.
  In (55,42), the ground is expected to be white, but it is dark grey.
  In (55,43), the ground is expected to be dark grey, but it is orange.
  In (55,44), the ground is expected to be light grey, but it is orange.
  In (55,45), the ground is expected to be white, but it is orange.
  In (55,46), the ground is expected to be white, but it is green.
  In (55,80), the ground is expected to be light grey, but it is white.
  In (55,81), the ground is expected to be light grey, but it is white.
  In (55,82), the ground is expected to be dark grey, but it is white.
  In (55,83), the ground is expected to be magenta, but it is white.
  In (55,84), the ground is expected to be red, but it is white.
  In (55,85), the ground is expected to be red, but it is white.
  In (55,86), the ground is expected to be red, but it is white.
  In (55,87), the ground is expected to be orange, but it is white.
