The amount of steps is wrong: 83420 is not 0
  In (3,49), the ground is expected to be yellow, but it is white.
  In (67,72), the ground is expected to be white, but it is cyan.
  In (67,73), the ground is expected to be white, but it is yellow.
  In (68,27), the ground is expected to be white, but it is red.
  In (68,28), the ground is expected to be white, but it is green.
  In (68,29), the ground is expected to be white, but it is green.
  In (68,30), the ground is expected to be white, but it is green.
  In (68,31), the ground is expected to be white, but it is green.
  In (68,32), the ground is expected to be white, but it is blue.
  In (68,33), the ground is expected to be white, but it is pink.
  In (68,34), the ground is expected to be white, but it is pink.
  In (68,35), the ground is expected to be white, but it is orange.
  In (68,36), the ground is expected to be white, but it is magenta.
  In (68,37), the ground is expected to be white, but it is light grey.
  In (68,38), the ground is expected to be white, but it is grey.
  In (68,39), the ground is expected to be white, but it is magenta.
  In (68,40), the ground is expected to be yellow, but it is grey.
  In (68,41), the ground is expected to be yellow, but it is grey.
  In (68,42), the ground is expected to be white, but it is grey.
  In (68,43), the ground is expected to be yellow, but it is grey.
  In (68,44), the ground is expected to be yellow, but it is grey.
  In (68,45), the ground is expected to be white, but it is grey.
  In (68,46), the ground is expected to be yellow, but it is blue.
  In (68,47), the ground is expected to be white, but it is blue.
  In (68,48), the ground is expected to be yellow, but it is light grey.
  In (68,49), the ground is expected to be yellow, but it is dark grey.
  In (68,50), the ground is expected to be yellow, but it is blue.
  In (68,51), the ground is expected to be white, but it is blue.
  In (68,52), the ground is expected to be white, but it is light grey.
  In (68,53), the ground is expected to be yellow, but it is java.awt.Color[r=177,g=178,b=55].
  In (68,54), the ground is expected to be yellow, but it is java.awt.Color[r=65,g=79,b=180].
  In (68,55), the ground is expected to be white, but it is java.awt.Color[r=127,g=99,b=41].
  In (68,56), the ground is expected to be yellow, but it is java.awt.Color[r=185,g=45,b=224].
  In (68,57), the ground is expected to be white, but it is cyan.
  In (68,58), the ground is expected to be white, but it is pink.
  In (68,59), the ground is expected to be yellow, but it is pink.
  In (68,60), the ground is expected to be yellow, but it is orange.
  In (68,61), the ground is expected to be yellow, but it is java.awt.Color[r=82,g=208,b=110].
  In (68,62), the ground is expected to be white, but it is java.awt.Color[r=129,g=86,b=167].
  In (68,63), the ground is expected to be yellow, but it is java.awt.Color[r=141,g=24,b=4].
  In (68,64), the ground is expected to be white, but it is pink.
  In (68,65), the ground is expected to be white, but it is light grey.
  In (68,66), the ground is expected to be white, but it is pink.
  In (68,67), the ground is expected to be white, but it is black.
  In (68,68), the ground is expected to be white, but it is green.
  In (68,69), the ground is expected to be white, but it is red.
  In (68,70), the ground is expected to be white, but it is red.
  In (68,71), the ground is expected to be white, but it is yellow.
  In (68,72), the ground is expected to be white, but it is yellow.
  In (68,73), the ground is expected to be white, but it is yellow.
  In (69,27), the ground is expected to be white, but it is red.
  In (69,28), the ground is expected to be white, but it is green.
  In (69,29), the ground is expected to be white, but it is green.
  In (69,30), the ground is expected to be white, but it is green.
  In (69,31), the ground is expected to be white, but it is green.
  In (69,32), the ground is expected to be white, but it is orange.
  In (69,33), the ground is expected to be white, but it is blue.
  In (69,34), the ground is expected to be white, but it is orange.
  In (69,35), the ground is expected to be white, but it is green.
  In (69,36), the ground is expected to be white, but it is green.
  In (69,37), the ground is expected to be white, but it is green.
  In (69,38), the ground is expected to be white, but it is cyan.
  In (69,39), the ground is expected to be white, but it is cyan.
  In (69,40), the ground is expected to be yellow, but it is blue.
  In (69,41), the ground is expected to be white, but it is blue.
  In (69,42), the ground is expected to be yellow, but it is blue.
  In (69,43), the ground is expected to be white, but it is blue.
  In (69,44), the ground is expected to be white, but it is blue.
  In (69,45), the ground is expected to be white, but it is blue.
  In (69,46), the ground is expected to be white, but it is cyan.
  In (69,47), the ground is expected to be white, but it is blue.
  In (69,48), the ground is expected to be white, but it is dark grey.
  In (69,49), the ground is expected to be yellow, but it is grey.
  In (69,50), the ground is expected to be yellow, but it is orange.
  In (69,51), the ground is expected to be yellow, but it is green.
  In (69,52), the ground is expected to be white, but it is pink.
  In (69,53), the ground is expected to be white, but it is java.awt.Color[r=65,g=79,b=180].
  In (69,54), the ground is expected to be white, but it is java.awt.Color[r=129,g=86,b=167].
  In (69,55), the ground is expected to be white, but it is java.awt.Color[r=4,g=123,b=48].
  In (69,56), the ground is expected to be white, but it is java.awt.Color[r=129,g=86,b=167].
  In (69,57), the ground is expected to be yellow, but it is java.awt.Color[r=129,g=86,b=167].
  In (69,58), the ground is expected to be yellow, but it is java.awt.Color[r=127,g=99,b=41].
  In (69,59), the ground is expected to be white, but it is yellow.
  In (69,63), the ground is expected to be yellow, but it is white.
  In (69,64), the ground is expected to be white, but it is java.awt.Color[r=206,g=113,b=207].
  In (69,65), the ground is expected to be white, but it is java.awt.Color[r=3,g=52,b=202].
  In (69,66), the ground is expected to be white, but it is java.awt.Color[r=206,g=113,b=207].
  In (69,67), the ground is expected to be white, but it is pink.
  In (69,68), the ground is expected to be white, but it is red.
  In (70,27), the ground is expected to be white, but it is red.
  In (70,28), the ground is expected to be white, but it is green.
  In (70,29), the ground is expected to be white, but it is green.
  In (70,30), the ground is expected to be white, but it is green.
  In (70,31), the ground is expected to be white, but it is green.
  In (70,32), the ground is expected to be white, but it is green.
  In (70,33), the ground is expected to be white, but it is green.
  In (70,34), the ground is expected to be white, but it is red.
  In (70,38), the ground is expected to be white, but it is yellow.
  In (70,39), the ground is expected to be white, but it is yellow.
  In (70,43), the ground is expected to be white, but it is yellow.
  In (70,45), the ground is expected to be white, but it is yellow.
  In (70,46), the ground is expected to be white, but it is yellow.
  In (70,47), the ground is expected to be white, but it is blue.
  In (70,48), the ground is expected to be yellow, but it is grey.
  In (70,49), the ground is expected to be yellow, but it is black.
  In (70,50), the ground is expected to be white, but it is black.
  In (70,51), the ground is expected to be yellow, but it is blue.
  In (70,52), the ground is expected to be white, but it is blue.
  In (70,53), the ground is expected to be white, but it is pink.
  In (70,54), the ground is expected to be white, but it is java.awt.Color[r=175,g=214,b=53].
  In (70,55), the ground is expected to be white, but it is java.awt.Color[r=3,g=52,b=202].
  In (70,56), the ground is expected to be yellow, but it is magenta.
  In (70,57), the ground is expected to be yellow, but it is magenta.
  In (70,58), the ground is expected to be white, but it is java.awt.Color[r=4,g=123,b=48].
  In (70,59), the ground is expected to be yellow, but it is java.awt.Color[r=129,g=86,b=167].
  In (70,60), the ground is expected to be yellow, but it is java.awt.Color[r=127,g=99,b=41].
  In (70,63), the ground is expected to be white, but it is yellow.
  In (70,64), the ground is expected to be white, but it is java.awt.Color[r=65,g=79,b=180].
  In (70,65), the ground is expected to be white, but it is java.awt.Color[r=3,g=52,b=202].
  In (70,66), the ground is expected to be white, but it is java.awt.Color[r=151,g=106,b=117].
  In (70,67), the ground is expected to be white, but it is magenta.
  In (70,68), the ground is expected to be white, but it is red.
  In (71,27), the ground is expected to be white, but it is yellow.
  In (71,28), the ground is expected to be white, but it is red.
  In (71,29), the ground is expected to be white, but it is red.
  In (71,30), the ground is expected to be white, but it is red.
  In (71,31), the ground is expected to be white, but it is red.
  In (71,32), the ground is expected to be white, but it is red.
  In (71,33), the ground is expected to be white, but it is red.
  In (71,34), the ground is expected to be white, but it is yellow.
  In (71,43), the ground is expected to be yellow, but it is white.
  In (71,44), the ground is expected to be yellow, but it is white.
  In (71,47), the ground is expected to be white, but it is blue.
  In (71,48), the ground is expected to be yellow, but it is grey.
  In (71,49), the ground is expected to be yellow, but it is black.
  In (71,50), the ground is expected to be yellow, but it is black.
  In (71,51), the ground is expected to be yellow, but it is black.
  In (71,52), the ground is expected to be yellow, but it is dark grey.
  In (71,53), the ground is expected to be yellow, but it is blue.
  In (71,54), the ground is expected to be yellow, but it is black.
